DFA,ppq5Jitter,f1,mean_MFCC_1st_coef,mean_MFCC_2nd_coef,mean_MFCC_6th_coef,mean_1st_delta,std_4th_delta,std_7th_delta,std_delta_delta_log_energy,std_4th_delta_delta,std_6th_delta_delta,std_7th_delta_delta,std_8th_delta_delta,std_9th_delta_delta,app_LT_TKEO_std_4_coef,tqwt_energy_dec_21,tqwt_entropy_shannon_dec_16,tqwt_entropy_shannon_dec_19,tqwt_entropy_shannon_dec_21,tqwt_entropy_shannon_dec_25,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_35,tqwt_TKEO_mean_dec_12,tqwt_TKEO_mean_dec_13,tqwt_TKEO_std_dec_11,tqwt_medianValue_dec_30,tqwt_meanValue_dec_21,tqwt_meanValue_dec_34,tqwt_skewnessValue_dec_1,tqwt_kurtosisValue_dec_27,tqwt_kurtosisValue_dec_28,tqwt_kurtosisValue_dec_36,target
-1.692288545407448,-0.6823211208009647,1.226044758521719,-1.148474113838582,-1.3748714658480714,-0.1268392334191644,-0.2791752673179586,-1.2994747783348914,-1.0989100280181288,-0.8680476376084849,-1.1672197698274325,-1.071403224301406,-0.8658606725039925,-0.979167293780978,-0.9819593173534986,1.775012496295718,-0.7783870524684656,2.237402717675044,0.5197893852007218,-0.7109349034206559,-0.1004148082057648,0.8114014078804438,0.5866076771502451,-3.571376481843561,-0.8235564443040759,-0.1972585291551357,0.4312052028793217,-0.125940090065285,0.0104090768575793,-0.3179065734986531,0.063489161144358,-0.7825959602384359,0.5657130017631472,0.1210512843267466,0.7872359377595447,-0.0796310709054987,-0.6950132569028683,0
-0.2286880616323796,-0.4451752348640223,1.21640918494216,0.5726781080084543,-1.002321710542527,-0.0135638955428449,-0.9478127813444476,0.0083615964236643,-0.748692740758635,-0.2231662934931145,-0.0845014874922608,0.0168692891689333,-0.6715769101036441,-0.8446007315612665,-1.0825048382694165,0.2013334583067195,-0.1186989249217308,1.3994828246830615,-0.0452635915590995,0.7613513584335728,0.5902585600449363,0.7191153600656521,0.2674515445831631,0.827886637622803,-0.3119993934493956,-0.0452219097939482,0.1959507777903081,0.4010823683770688,0.2276133446798019,0.7069183337954883,-0.0974252228102685,2.3811775938501456,-0.039609372002128,-0.0234017113167811,1.563899565761668,1.3522613397871026,-0.6595373516041588,0
1.3048441944327671,10.484071551751764,-1.249383991089688,-0.1722589488299957,2.000268632629981,0.3161253104007528,-2.3306491677408845,-0.1826827348794947,-0.3921633325012635,0.8307049970835535,-0.0569600771652744,-0.3526003881675881,-0.2472848503512927,-0.0992237221383701,-0.3159669304352008,-1.18774150796688,0.440070392761848,-0.7210804685177262,-0.6215723792146333,0.0031083944107471,0.5290768657953154,-0.2543871454922217,-0.3854261566923737,0.5116490777213921,-0.555782203266578,-0.6762061944341172,-0.889236845218828,-0.4142638413835227,-0.3894217530392966,-0.5240741303040147,-0.0368933139001144,0.8764994937505846,0.2270485628985663,-0.0252731868746527,-0.5157961468350596,-0.6772096482268221,-0.5653914768019908,1
0.177523222404038,-0.1267402660348513,-1.0257979967897275,1.008096836462578,-0.2754305035010436,-1.06011339315929,0.6554962757023425,0.3818589617516562,0.8782366445775658,0.5487968419059607,0.6526176596394747,-0.5285904630912073,1.207242833014115,-0.2477059873383917,0.052970334619669,-0.7080203142575515,-0.8302678165293365,-1.010338844457545,1.5747939390341354,-1.1091745929336538,-0.06871860687376,-0.6561691194995679,1.0709563619068507,-0.8988976932203905,2.634236493389848,3.058710434360484,1.807028717290043,-0.4070857933292344,-0.4369366199925025,-0.0636621389698805,-1.4084579851295866,0.0416434334245212,-6.092687079812385,-0.6369591715485955,-0.5188037517483504,-0.6574369661333663,-0.4790134704999788,0
-1.2457877880596744,-0.6353706260319973,2.178128070437693,0.2350940784596505,-1.9979539610049688,1.0455483058099349,0.5090198493926563,-1.0141310925675897,-0.7672187017093722,-0.7390114277615509,-1.0454265761967665,-0.9962119133284788,-0.89209571170089,-0.3756022157702692,-1.048212136078141,1.8253902971690288,-0.4905228629506473,1.2766230418083118,-0.4781895923965942,-0.1567084041486254,-0.1001355345606601,1.5470981044180248,-0.0014143118495503,-2.9421862855385807,0.6722290425828169,0.4300951004222265,0.0442228404698388,1.916395678922401,1.596023212500797,0.4949673370903047,0.0315083295386763,1.0357494936971747,-0.1716323588027758,0.0923697561966274,1.0705585946043907,-0.1754279874219323,-0.6936705935924744,0
0.6759192706090382,-0.1502155134193349,-0.9800329893323096,0.6451654446358327,1.8786915604042445,-0.0863467375439147,0.3010627167051806,-0.8035802703753055,-0.8392807035293195,-0.2827643605132993,-0.4394865258976148,-0.5201090136972979,-0.6711502795528685,0.191608797309461,-0.3763739122135512,-1.0198626752813833,0.1574939528861829,-1.0846583910816756,-0.8039792058679678,-0.8950134634036826,0.1345392728364821,-0.4448951713803126,-0.3457214497559114,0.0141794599464803,-1.3804397290356305,-1.6153113509182575,-1.0557355924250822,-0.4088144516909323,-0.4156952926409653,-0.5245700264172277,-0.0368933139001147,-0.1021641422848237,0.1032431325895903,-0.012279294052461,-0.3569028499752751,-0.5830080175807704,0.4786685209624479,1
-0.4118692776364845,-0.2988920801877315,-0.6639175195180178,0.3668340630339549,-0.3086176033581348,-2.134981504822164,0.5548037817655247,1.3683626972538594,3.2443912851935925,-0.329300796457714,1.46558092312864,3.3228030857238244,3.453640372955266,2.807130468819582,1.2886070550821926,-0.7419357064185156,-0.4538070720381456,-0.4118498070693274,1.3711458357328918,-0.2609477481756713,0.3712835882567384,0.0992898224891797,0.9677467902129302,0.3328289274836347,1.2147418174902211,0.7656211139877989,0.3515355981175103,-0.4042129277662222,-0.274730446984157,-0.0792603258036689,-0.0368933139001182,-1.126189899517139,0.2426528484361241,-0.038185896227172,-0.5362141374263307,-0.6477611141945361,-0.3265163381015032,1
-1.6644329373380051,-0.574028302602855,1.4366705597638856,-0.2898471864411938,-1.089408642165884,-0.7266538878332817,1.3286482167159936,-0.2579592700911294,1.019173264315307,-0.8775531438314251,-0.0620675365250121,-0.0719333141429994,0.4136708115965711,0.7135892499559247,-0.6052161552558789,1.1068475106290228,-0.9134062090027902,1.8526477034380524,-0.5302518245666488,-1.0789551647164322,-0.0588103796551292,0.4340662048617372,-0.1571481407023285,-0.6846401995600181,-0.7143060139737382,-0.6013285587516636,-0.2451464330462406,-0.2806702979048667,-0.2235678924717016,-0.2171270490736626,-0.071492606669681,-0.0811971547307853,0.2924514600414267,0.0751504569463493,2.2672250764893227,1.733534921493766,-0.7184648474951891,0
1.5353447285769908,-0.4873981952947441,0.7159882809877691,-0.3563394283497939,0.6288940307192904,0.559521714869849,1.3034644579055523,-0.9547192632039576,-0.1690821943237989,-0.6699854693200556,-0.8174405111818495,-0.7051244048221511,-0.3231727392896343,-0.1075841813295481,-0.3217763232373597,0.2225013970528346,-0.5457011377190918,-0.6389552937448575,-0.3110575376985485,0.3388144694100886,-5.954326665443984,0.1907031087979139,-0.2827881668078591,1.2639098350974964,0.7740551674083519,0.9438715427788372,1.2785852236561353,-0.3263522911929302,-0.3174767464714682,-0.1377762583457192,0.1073979907095805,-0.8086426095932012,-2.347200835335544,0.1090451534931102,1.2625455778256065,0.3889588890584736,-0.7227160015829811,0
0.7398899200036797,-0.4945191417250953,0.5376163102814672,-1.1102184665817254,0.5030355186349255,0.5530193896350251,0.2339142891117858,-0.5398693602681566,-0.5207492147366369,-0.8337498401733118,-0.6791644359306334,-0.6011720973275472,-0.5260544505251292,-0.1664568422215655,-0.5164574864450657,0.2858091675774375,1.6842401541434626,-0.928711446721694,-1.1191810460496887,-0.278256308833622,0.3843609276407527,-0.6601436905998986,-0.9468428341485536,0.3647820301598968,-1.465500470975052,-1.4759105558826575,-0.9159682980191376,-0.4089461589946807,-0.4265220972971232,-0.5075943503800701,-0.0368933139001286,0.9459904028181876,0.1802357062858925,-0.0152796767961557,0.4607167023947364,0.406191084171112,1.3818052066590327,1
